date_key,month,region,product_category,channel,orders,units,revenue_eur,cost_eur,margin_eur,list_value_eur,on_time_orders,in_full_orders,otif_orders,returned_orders
20240701,2024-07,DACH-South,hand tools,field-sales,7,601,14097.3,10155.38,3941.92,15474.11,6,7,6,0
20240701,2024-07,DACH-South,hand tools,phone,2,72,1722.04,1171.97,550.07,1784.37,2,2,2,0
20240701,2024-07,DACH-South,power tools,branch,3,400,48269.54,41083.09,7186.45,57623.27,3,3,3,0
20240701,2024-07,DACH-South,power tools,e-shop,5,283,35337.64,28398.34,6939.3,39118.73,5,5,5,0
20240701,2024-07,DACH-South,power tools,field-sales,6,312,42200.09,31911.33,10288.76,44237.44,5,6,5,1
20240701,2024-07,DACH-South,power tools,phone,1,84,12733.12,9269.44,3463.68,13006.25,1,1,1,0
20240701,2024-07,DACH-South,ppe,branch,6,389,1330.44,890.22,440.22,1402.71,6,6,6,0
20240701,2024-07,DACH-South,ppe,e-shop,9,695,2114.87,1497.4,617.47,2460.56,9,9,9,0
20240701,2024-07,DACH-South,ppe,field-sales,6,345,1137.68,778.37,359.31,1244.68,6,6,6,0
20240701,2024-07,DACH-South,ppe,phone,2,192,613.11,425.17,187.94,673.77,2,2,2,0
20240701,2024-07,East,abrasives,branch,5,252,257.84,152.15,105.69,267.15,4,5,4,0
20240701,2024-07,East,abrasives,e-shop,12,670,665.39,419.11,246.28,756.45,11,10,10,1
20240701,2024-07,East,abrasives,field-sales,6,665,643.84,387.95,255.89,716.27,5,6,5,0
20240701,2024-07,East,abrasives,phone,3,275,288.71,178.08,110.63,311.66,3,3,3,0
20240701,2024-07,East,chemicals,branch,2,35,231.55,124.96,106.59,234.89,1,1,0,0
20240701,2024-07,East,chemicals,e-shop,10,521,3225.22,1917.67,1307.55,3576.66,9,10,9,0
20240701,2024-07,East,chemicals,field-sales,10,625,4193.0,2367.01,1825.99,4418.63,8,9,7,0
20240701,2024-07,East,chemicals,phone,3,53,276.78,177.69,99.09,339.81,3,3,3,0
20240701,2024-07,East,fasteners,branch,5,485,381.62,267.03,114.59,445.8,5,4,4,0
20240701,2024-07,East,fasteners,e-shop,12,751,609.2,389.53,219.67,675.35,9,12,9,1
20240701,2024-07,East,fasteners,field-sales,9,305,248.63,155.72,92.91,271.96,8,8,7,0
20240701,2024-07,East,fasteners,phone,4,434,325.17,210.84,114.33,376.54,4,4,4,0
20240701,2024-07,East,hand tools,branch,2,374,7820.1,5765.02,2055.08,9022.24,2,2,2,0
20240701,2024-07,East,hand tools,e-shop,6,248,5417.94,4093.66,1324.28,6147.05,5,6,5,0
20240701,2024-07,East,hand tools,field-sales,3,120,2810.52,1964.45,846.07,2911.81,3,3,3,1
20240701,2024-07,East,power tools,branch,2,310,37810.61,33873.76,3936.85,45530.18,2,2,2,0
20240701,2024-07,East,power tools,e-shop,2,287,40379.99,30915.38,9464.61,43839.39,2,2,2,0
20240701,2024-07,East,power tools,field-sales,4,167,22298.45,17593.24,4705.21,23797.02,3,4,3,0
20240701,2024-07,East,ppe,branch,3,220,597.63,461.2,136.43,731.51,3,3,3,1
20240701,2024-07,East,ppe,e-shop,4,223,648.8,438.75,210.05,709.97,4,4,4,1
20240701,2024-07,East,ppe,field-sales,3,159,540.56,367.82,172.74,587.55,2,3,2,0
20240701,2024-07,East,ppe,phone,5,187,590.46,378.15,212.31,621.0,5,5,5,0
20240701,2024-07,Nordics,abrasives,branch,5,208,222.05,127.4,94.65,228.95,4,5,4,0
20240701,2024-07,Nordics,abrasives,e-shop,7,1270,1158.96,794.18,364.78,1396.8,6,7,6,0
20240701,2024-07,Nordics,abrasives,field-sales,8,1043,1077.6,659.5,418.1,1170.09,8,8,8,0
20240701,2024-07,Nordics,abrasives,phone,1,45,50.09,29.04,21.05,51.01,1,1,1,0
20240701,2024-07,Nordics,chemicals,branch,6,411,2491.09,1558.94,932.15,2816.8,4,6,4,1
20240701,2024-07,Nordics,chemicals,e-shop,4,427,2485.94,1620.84,865.1,2948.78,3,4,3,1
20240701,2024-07,Nordics,chemicals,field-sales,7,967,5370.73,3340.85,2029.88,6171.11,7,7,7,0
20240701,2024-07,Nordics,fasteners,branch,8,878,745.68,471.03,274.65,838.47,7,7,7,1
20240701,2024-07,Nordics,fasteners,e-shop,15,1461,1172.16,770.1,402.06,1304.74,14,13,12,1
20240701,2024-07,Nordics,fasteners,field-sales,8,660,544.3,342.47,201.83,590.46,6,8,6,1
20240701,2024-07,Nordics,fasteners,phone,2,68,61.3,36.3,25.0,63.71,2,2,2,0
20240701,2024-07,Nordics,hand tools,branch,3,112,2572.54,1744.65,827.89,2685.89,3,2,2,0
20240701,2024-07,Nordics,hand tools,e-shop,5,402,8833.03,6008.76,2824.27,9194.39,5,5,5,0
20240701,2024-07,Nordics,hand tools,field-sales,4,681,14959.4,11211.98,3747.42,17407.74,3,4,3,0
20240701,2024-07,Nordics,hand tools,phone,3,226,4703.91,3455.19,1248.72,5404.24,3,3,3,0
20240701,2024-07,Nordics,power tools,e-shop,10,516,67413.05,53200.52,14212.53,73551.36,9,9,8,0
20240701,2024-07,Nordics,power tools,field-sales,7,530,73413.56,56702.68,16710.88,80303.6,6,6,5,0
20240701,2024-07,Nordics,power tools,phone,1,57,7915.37,6600.1,1315.27,8736.61,1,1,1,0
20240701,2024-07,Nordics,ppe,branch,2,72,239.47,166.59,72.88,258.77,2,2,2,1
20240701,2024-07,Nordics,ppe,e-shop,7,484,1537.05,1015.25,521.8,1668.35,7,7,7,0
20240701,2024-07,Nordics,ppe,field-sales,5,252,769.1,521.37,247.73,841.66,4,5,4,0
20240701,2024-07,West,abrasives,branch,4,267,277.81,183.49,94.32,320.0,4,4,4,0
20240701,2024-07,West,abrasives,e-shop,7,379,384.14,248.41,135.73,445.11,7,7,7,1
20240701,2024-07,West,abrasives,field-sales,4,361,347.11,220.82,126.29,385.54,3,4,3,0
20240701,2024-07,West,abrasives,phone,2,522,487.31,343.51,143.8,624.06,2,2,2,0
20240701,2024-07,West,chemicals,branch,1,101,667.27,363.32,303.95,706.86,1,1,1,0
20240701,2024-07,West,chemicals,e-shop,6,300,1910.97,1137.87,773.1,2059.07,5,6,5,0
20240701,2024-07,West,chemicals,field-sales,6,300,1803.4,1047.53,755.87,1958.1,6,5,5,0
20240701,2024-07,West,fasteners,branch,6,303,258.93,167.38,91.55,285.51,5,6,5,0
20240701,2024-07,West,fasteners,e-shop,10,791,661.38,427.42,233.96,729.66,9,10,9,0
20240701,2024-07,West,fasteners,field-sales,6,482,381.2,258.99,122.21,439.7,4,5,3,0
20240701,2024-07,West,fasteners,phone,3,253,208.47,135.12,73.35,232.18,3,3,3,0
20240701,2024-07,West,hand tools,branch,1,9,209.56,145.85,63.71,212.75,1,1,1,0
20240701,2024-07,West,hand tools,e-shop,4,204,4520.24,3240.13,1280.11,4885.26,4,4,4,0
20240701,2024-07,West,hand tools,field-sales,4,327,7740.65,5897.55,1843.1,8661.38,3,4,3,0
20240701,2024-07,West,hand tools,phone,1,43,950.02,656.53,293.49,950.02,1,1,1,0
20240701,2024-07,West,power tools,branch,2,93,13795.71,10244.66,3551.05,14627.91,2,2,2,0
20240701,2024-07,West,power tools,e-shop,5,173,22393.83,16873.53,5520.3,23475.98,5,5,5,1
20240701,2024-07,West,power tools,field-sales,5,352,44995.13,35388.36,9606.77,49813.86,5,5,5,0
20240701,2024-07,West,power tools,phone,2,93,13718.1,10552.43,3165.67,14354.62,2,2,2,0
20240701,2024-07,West,ppe,branch,3,203,654.38,416.55,237.83,684.63,3,3,3,0
20240701,2024-07,West,ppe,e-shop,5,342,1028.63,759.46,269.17,1223.89,4,5,4,0
20240701,2024-07,West,ppe,field-sales,10,953,3186.11,2180.1,1006.01,3489.13,8,10,8,1
20240701,2024-07,West,ppe,phone,1,29,91.77,56.33,35.44,94.41,1,1,1,0
20240801,2024-08,DACH-North,abrasives,branch,3,212,243.9,142.42,101.48,259.75,2,3,2,0
20240801,2024-08,DACH-North,abrasives,e-shop,6,599,565.61,364.02,201.59,633.14,6,6,6,1
20240801,2024-08,DACH-North,abrasives,field-sales,4,123,135.92,77.32,58.6,142.73,3,3,2,0
20240801,2024-08,DACH-North,chemicals,branch,6,270,1703.39,985.7,717.69,1818.87,6,5,5,0
20240801,2024-08,DACH-North,chemicals,e-shop,15,1858,10593.43,6642.03,3951.4,12407.54,13,14,12,0
20240801,2024-08,DACH-North,chemicals,field-sales,6,302,1916.68,1097.54,819.14,2001.66,4,6,4,0
20240801,2024-08,DACH-North,chemicals,phone,3,595,3093.1,1926.19,1166.91,3645.73,3,3,3,0
20240801,2024-08,DACH-North,fasteners,branch,9,832,675.7,438.54,237.16,766.37,7,9,7,1
20240801,2024-08,DACH-North,fasteners,e-shop,9,763,640.0,392.88,247.12,687.95,7,9,7,0
20240801,2024-08,DACH-North,fasteners,field-sales,6,235,212.59,133.57,79.02,227.94,5,5,4,0
20240801,2024-08,DACH-North,fasteners,phone,8,475,402.85,263.05,139.8,454.01,8,8,8,0
20240801,2024-08,DACH-North,hand tools,branch,3,70,1486.81,1066.09,420.72,1586.43,2,3,2,0
20240801,2024-08,DACH-North,hand tools,e-shop,5,558,11739.9,8423.02,3316.88,12966.51,5,5,5,0
20240801,2024-08,DACH-North,hand tools,field-sales,5,591,12373.0,9480.62,2892.38,14449.16,5,5,5,0
20240801,2024-08,DACH-North,power tools,branch,2,284,37642.24,30055.32,7586.92,43328.88,2,2,2,0
20240801,2024-08,DACH-North,power tools,e-shop,9,316,41130.46,32452.54,8677.92,44948.96,8,9,8,2
20240801,2024-08,DACH-North,power tools,field-sales,4,379,46218.07,37797.12,8420.95,53147.57,4,4,4,0
20240801,2024-08,DACH-North,power tools,phone,1,310,37784.54,32702.22,5082.32,44928.11,1,1,1,0
20240801,2024-08,DACH-North,ppe,branch,4,774,2312.96,1707.54,605.42,2663.5,4,4,4,0
20240801,2024-08,DACH-North,ppe,e-shop,5,703,2392.55,1669.47,723.08,2630.67,5,5,5,0
20240801,2024-08,DACH-North,ppe,field-sales,5,388,1079.44,771.39,308.05,1264.09,5,5,5,0
20240801,2024-08,DACH-North,ppe,phone,2,287,916.29,622.1,294.19,1042.83,2,2,2,0
20240801,2024-08,DACH-South,abrasives,e-shop,7,652,696.36,424.22,272.14,749.28,7,7,7,1
20240801,2024-08,DACH-South,abrasives,field-sales,12,808,786.76,494.1,292.66,874.06,11,12,11,0
20240801,2024-08,DACH-South,abrasives,phone,1,24,24.4,14.59,9.81,27.26,0,1,0,1
20240801,2024-08,DACH-South,chemicals,branch,6,301,1926.36,1082.64,843.72,1988.84,4,6,4,1
20240801,2024-08,DACH-South,chemicals,e-shop,6,831,4636.07,2767.45,1868.62,5213.21,5,5,4,0
20240801,2024-08,DACH-South,chemicals,field-sales,7,406,2319.93,1378.05,941.88,2546.96,5,6,5,0
20240801,2024-08,DACH-South,chemicals,phone,3,89,478.48,305.39,173.09,585.11,3,3,3,0
20240801,2024-08,DACH-South,fasteners,branch,7,680,525.07,358.49,166.58,619.71,7,7,7,0
20240801,2024-08,DACH-South,fasteners,e-shop,23,1373,1103.63,720.57,383.06,1245.04,21,22,20,0
20240801,2024-08,DACH-South,fasteners,field-sales,11,684,630.72,381.7,249.02,656.86,10,11,10,1
20240801,2024-08,DACH-South,fasteners,phone,5,228,190.38,113.12,77.26,198.62,4,5,4,0
20240801,2024-08,DACH-South,hand tools,branch,2,85,2026.42,1369.27,657.15,2066.95,2,2,2,0
20240801,2024-08,DACH-South,hand tools,e-shop,4,771,16570.49,12187.88,4382.61,18354.38,4,4,4,0
20240801,2024-08,DACH-South,hand tools,field-sales,5,340,6939.87,5044.59,1895.28,7809.42,5,5,5,0
20240801,2024-08,DACH-South,hand tools,phone,2,50,1167.85,788.15,379.7,1185.85,1,2,1,0
20240801,2024-08,DACH-South,power tools,branch,1,42,5582.65,4073.94,1508.71,5708.23,1,0,0,0
20240801,2024-08,DACH-South,power tools,e-shop,11,846,114799.01,92592.65,22206.36,128579.76,11,10,10,1
20240801,2024-08,DACH-South,power tools,field-sales,7,230,30610.43,23286.26,7324.17,32554.31,7,6,6,1
20240801,2024-08,DACH-South,power tools,phone,1,36,5424.44,4226.8,1197.64,5709.93,1,1,1,0
20240801,2024-08,DACH-South,ppe,branch,5,494,1650.72,1121.81,528.91,1797.0,5,5,5,0
20240801,2024-08,DACH-South,ppe,e-shop,9,666,2000.76,1371.25,629.51,2191.74,9,9,9,1
20240801,2024-08,DACH-South,ppe,field-sales,3,229,699.33,446.38,252.95,747.21,2,3,2,0
20240801,2024-08,DACH-South,ppe,phone,1,195,515.38,382.89,132.49,599.27,1,1,1,0
20240801,2024-08,East,abrasives,branch,6,292,279.34,169.39,109.95,305.33,6,6,6,0
20240801,2024-08,East,abrasives,e-shop,6,470,499.75,320.49,179.26,559.17,6,6,6,0
20240801,2024-08,East,abrasives,field-sales,6,511,513.41,318.47,194.94,580.62,4,6,4,2
20240801,2024-08,East,abrasives,phone,3,263,287.14,179.24,107.9,325.1,3,2,2,0
20240801,2024-08,East,chemicals,branch,7,282,1715.18,1007.14,708.04,1879.19,6,6,5,0
20240801,2024-08,East,chemicals,e-shop,7,381,2409.28,1429.78,979.5,2607.57,7,7,7,0
20240801,2024-08,East,chemicals,field-sales,9,595,3637.43,2200.99,1436.44,4027.26,9,9,9,1
20240801,2024-08,East,chemicals,phone,5,230,1312.03,803.97,508.06,1483.05,4,4,4,0
20240801,2024-08,East,fasteners,branch,7,551,475.18,306.04,169.14,519.68,5,7,5,0
20240801,2024-08,East,fasteners,e-shop,9,485,433.69,268.82,164.87,461.63,8,9,8,0
20240801,2024-08,East,fasteners,field-sales,10,768,583.49,397.75,185.74,692.21,9,9,8,0
20240801,2024-08,East,fasteners,phone,4,222,196.49,122.18,74.31,211.87,4,4,4,0
20240801,2024-08,East,hand tools,branch,3,372,7935.71,6123.39,1812.32,9201.0,2,3,2,0
20240801,2024-08,East,hand tools,e-shop,9,1229,25563.82,19176.77,6387.05,28823.06,9,9,9,0
20240801,2024-08,East,hand tools,field-sales,4,412,8641.84,6242.4,2399.44,9522.93,4,4,4,1
20240801,2024-08,East,hand tools,phone,3,274,6292.97,4734.3,1558.67,7057.35,2,3,2,0
20240801,2024-08,East,power tools,e-shop,2,48,7075.85,5210.83,1865.02,7266.16,2,2,2,0
20240801,2024-08,East,power tools,field-sales,3,337,42981.01,33904.27,9076.74,46979.43,3,3,3,0
20240801,2024-08,East,ppe,branch,4,240,742.66,527.28,215.38,842.97,4,3,3,0
20240801,2024-08,East,ppe,e-shop,7,321,1028.93,689.7,339.23,1117.02,6,7,6,0
20240801,2024-08,East,ppe,field-sales,3,168,565.06,376.82,188.24,611.47,2,3,2,0
20240801,2024-08,Nordics,abrasives,branch,3,264,274.85,174.54,100.31,317.47,2,3,2,0
20240801,2024-08,Nordics,abrasives,e-shop,7,956,894.11,581.34,312.77,1027.85,6,7,6,1
20240801,2024-08,Nordics,abrasives,field-sales,4,717,693.2,450.74,242.46,807.7,4,4,4,0
20240801,2024-08,Nordics,chemicals,branch,1,74,503.52,281.27,222.25,525.04,1,1,1,0
20240801,2024-08,Nordics,chemicals,e-shop,9,557,3443.68,2131.51,1312.17,3846.77,8,8,7,0
20240801,2024-08,Nordics,chemicals,field-sales,5,657,3909.0,2426.79,1482.21,4485.97,5,5,5,1
20240801,2024-08,Nordics,chemicals,phone,1,33,206.15,114.23,91.92,206.15,1,0,0,0
20240801,2024-08,Nordics,fasteners,branch,2,82,70.16,43.45,26.71,73.24,2,2,2,0
20240801,2024-08,Nordics,fasteners,e-shop,7,335,308.07,183.21,124.86,314.9,6,6,5,0
20240801,2024-08,Nordics,fasteners,field-sales,12,801,644.76,422.67,222.09,734.94,11,11,10,0
20240801,2024-08,Nordics,fasteners,phone,5,464,404.07,258.83,145.24,451.02,4,5,4,0
20240801,2024-08,Nordics,hand tools,branch,2,83,1766.96,1229.6,537.36,1909.21,2,2,2,0
20240801,2024-08,Nordics,hand tools,e-shop,3,404,8812.71,7008.43,1804.28,10181.63,2,3,2,0
20240801,2024-08,Nordics,hand tools,field-sales,3,180,3985.88,2915.33,1070.55,4447.03,3,3,3,0
20240801,2024-08,Nordics,hand tools,phone,1,24,554.27,366.19,188.08,576.17,1,1,1,0
20240801,2024-08,Nordics,power tools,e-shop,3,121,16938.01,13619.1,3318.91,18231.32,3,3,3,0
20240801,2024-08,Nordics,power tools,field-sales,6,536,63059.29,54045.27,9014.02,73789.68,5,6,5,0
20240801,2024-08,Nordics,power tools,phone,2,63,9970.37,7136.3,2834.07,9971.68,2,2,2,0
20240801,2024-08,Nordics,ppe,e-shop,2,146,463.36,304.7,158.66,485.21,2,2,2,0
20240801,2024-08,Nordics,ppe,field-sales,7,1112,3386.77,2490.74,896.03,4067.73,7,7,7,0
20240801,2024-08,West,abrasives,branch,5,383,402.13,238.35,163.78,437.12,4,5,4,0
20240801,2024-08,West,abrasives,e-shop,4,253,258.35,159.4,98.95,280.02,3,4,3,0
20240801,2024-08,West,abrasives,field-sales,2,69,72.21,46.16,26.05,79.15,2,2,2,1
20240801,2024-08,West,abrasives,phone,2,53,49.94,29.93,20.01,53.9,2,2,2,0
20240801,2024-08,West,chemicals,branch,1,44,287.22,180.42,106.8,323.09,1,1,1,0
20240801,2024-08,West,chemicals,e-shop,4,305,2012.49,1136.45,876.04,2133.54,3,4,3,0
20240801,2024-08,West,chemicals,field-sales,2,313,1677.2,1026.33,650.87,1915.32,2,2,2,0
20240801,2024-08,West,chemicals,phone,1,64,467.17,255.6,211.57,473.32,1,1,1,0
20240801,2024-08,West,fasteners,branch,3,315,264.38,184.19,80.19,312.09,3,3,3,0
20240801,2024-08,West,fasteners,e-shop,10,1243,956.04,642.92,313.12,1127.12,9,10,9,1
20240801,2024-08,West,fasteners,field-sales,15,1575,1237.78,828.88,408.9,1401.46,14,14,13,2
20240801,2024-08,West,fasteners,phone,2,418,311.77,223.16,88.61,372.32,2,2,2,0
20240801,2024-08,West,hand tools,branch,1,54,1079.62,767.68,311.94,1172.23,1,1,1,0
20240801,2024-08,West,hand tools,e-shop,2,105,2473.18,1856.94,616.24,2823.82,1,2,1,0
20240801,2024-08,West,hand tools,field-sales,2,43,964.82,702.89,261.93,1089.0,2,2,2,0
20240801,2024-08,West,hand tools,phone,1,55,1464.81,951.74,513.07,1464.81,1,1,1,0
20240801,2024-08,West,power tools,branch,2,224,29898.98,23471.2,6427.78,32796.0,2,2,2,0
20240801,2024-08,West,power tools,e-shop,2,98,14229.33,11249.19,2980.14,15295.48,1,2,1,0
20240801,2024-08,West,power tools,field-sales,2,120,15148.7,11828.63,3320.07,16230.5,1,2,1,0
20240801,2024-08,West,power tools,phone,4,155,22214.41,16841.57,5372.84,23567.94,4,4,4,0
20240801,2024-08,West,ppe,branch,2,23,73.24,46.69,26.55,78.24,2,2,2,0
20240801,2024-08,West,ppe,e-shop,3,371,1151.38,876.64,274.74,1362.23,3,1,1,0
20240801,2024-08,West,ppe,field-sales,3,83,287.77,180.32,107.45,297.0,3,2,2,0
20240801,2024-08,West,ppe,phone,1,262,641.42,519.13,122.29,808.85,1,1,1,0
20240901,2024-09,DACH-North,abrasives,branch,6,379,384.07,232.44,151.63,416.23,5,6,5,0
20240901,2024-09,DACH-North,abrasives,e-shop,6,629,629.92,415.96,213.96,739.42,4,6,4,0
20240901,2024-09,DACH-North,abrasives,field-sales,10,1025,953.05,626.17,326.88,1148.75,10,10,10,0
20240901,2024-09,DACH-North,abrasives,phone,5,501,488.87,312.69,176.18,566.87,3,5,3,0
20240901,2024-09,DACH-North,chemicals,branch,6,271,1484.84,939.05,545.79,1728.42,5,6,5,0
20240901,2024-09,DACH-North,chemicals,e-shop,5,533,3580.52,2025.18,1555.34,3750.56,4,4,3,0
20240901,2024-09,DACH-North,chemicals,field-sales,7,576,3470.8,2092.1,1378.7,3822.18,4,7,4,1
20240901,2024-09,DACH-North,chemicals,phone,6,294,1861.07,1060.38,800.69,1982.23,6,5,5,0
20240901,2024-09,DACH-North,fasteners,branch,15,1378,1103.45,738.12,365.33,1270.35,12,15,12,0
20240901,2024-09,DACH-North,fasteners,e-shop,11,1011,822.89,526.4,296.49,925.57,10,11,10,0
20240901,2024-09,DACH-North,fasteners,field-sales,16,1145,972.13,641.07,331.06,1090.95,16,15,15,0
20240901,2024-09,DACH-North,fasteners,phone,4,554,477.79,309.28,168.51,530.71,3,4,3,0
20240901,2024-09,DACH-North,hand tools,branch,7,1031,19933.71,16086.84,3846.87,24163.07,6,7,6,0
20240901,2024-09,DACH-North,hand tools,e-shop,2,41,909.73,612.34,297.39,939.21,2,2,2,0
20240901,2024-09,DACH-North,hand tools,field-sales,4,623,13587.2,10349.89,3237.31,15675.54,4,4,4,0
20240901,2024-09,DACH-North,hand tools,phone,1,72,1737.93,1258.41,479.52,1970.44,1,1,1,0
20240901,2024-09,DACH-North,power tools,branch,1,31,3850.92,2948.88,902.04,4003.04,1,1,1,0
20240901,2024-09,DACH-North,power tools,e-shop,5,588,67827.46,56633.81,11193.65,78748.14,4,5,4,0
20240901,2024-09,DACH-North,power tools,field-sales,7,484,60108.88,48800.82,11308.06,67481.79,5,7,5,0
20240901,2024-09,DACH-North,ppe,branch,5,410,1441.31,995.78,445.53,1572.37,5,5,5,0
20240901,2024-09,DACH-North,ppe,e-shop,11,1624,4793.46,3443.76,1349.7,5507.43,11,11,11,0
20240901,2024-09,DACH-North,ppe,field-sales,8,640,1947.82,1325.49,622.33,2126.13,7,8,7,0
20240901,2024-09,DACH-North,ppe,phone,2,28,97.56,62.1,35.46,101.18,2,2,2,0
20240901,2024-09,DACH-South,abrasives,branch,4,240,259.22,152.64,106.58,273.77,2,4,2,0
20240901,2024-09,DACH-South,abrasives,e-shop,8,535,560.03,342.19,217.84,616.96,6,8,6,0
20240901,2024-09,DACH-South,abrasives,field-sales,5,564,531.85,344.5,187.35,620.1,5,5,5,0
20240901,2024-09,DACH-South,abrasives,phone,3,426,435.66,267.37,168.29,461.12,3,2,2,0
20240901,2024-09,DACH-South,chemicals,branch,4,309,1742.64,1113.03,629.61,2064.04,3,4,3,0
20240901,2024-09,DACH-South,chemicals,e-shop,11,482,2929.02,1676.28,1252.74,3100.19,10,11,10,0
20240901,2024-09,DACH-South,chemicals,field-sales,10,765,4555.81,2728.84,1826.97,5138.24,8,9,7,0
20240901,2024-09,DACH-South,chemicals,phone,2,220,1215.68,700.61,515.07,1344.26,2,1,1,0
20240901,2024-09,DACH-South,fasteners,branch,6,462,404.2,256.52,147.68,445.75,4,6,4,0
20240901,2024-09,DACH-South,fasteners,e-shop,26,2696,2103.18,1428.28,674.9,2432.34,23,26,23,3
20240901,2024-09,DACH-South,fasteners,field-sales,16,896,744.12,480.28,263.84,829.52,12,15,11,0
20240901,2024-09,DACH-South,fasteners,phone,4,185,158.04,104.05,53.99,173.78,4,4,4,0
20240901,2024-09,DACH-South,hand tools,branch,3,501,10129.44,7661.0,2468.44,11513.03,2,3,2,0
20240901,2024-09,DACH-South,hand tools,e-shop,7,522,11352.7,8483.3,2869.4,12504.51,4,7,4,0
20240901,2024-09,DACH-South,hand tools,field-sales,10,920,19237.13,14329.7,4907.43,21758.92,9,9,8,1
20240901,2024-09,DACH-South,hand tools,phone,2,41,846.3,649.79,196.51,967.29,2,2,2,0
20240901,2024-09,DACH-South,power tools,branch,2,176,23235.41,18209.69,5025.72,25982.29,2,2,2,0
20240901,2024-09,DACH-South,power tools,e-shop,11,855,110649.16,91937.22,18711.94,126304.45,10,11,10,0
20240901,2024-09,DACH-South,power tools,field-sales,12,1131,139164.18,114872.79,24291.39,161753.38,10,11,9,2
20240901,2024-09,DACH-South,power tools,phone,5,292,36091.14,30068.13,6023.01,41267.78,5,5,5,1
20240901,2024-09,DACH-South,ppe,branch,5,298,970.83,651.5,319.33,1070.0,4,5,4,0
20240901,2024-09,DACH-South,ppe,e-shop,12,988,3114.25,2195.59,918.66,3561.24,11,12,11,1
20240901,2024-09,DACH-South,ppe,field-sales,9,672,2135.98,1437.97,698.01,2300.96,7,9,7,0
20240901,2024-09,DACH-South,ppe,phone,3,75,256.2,162.56,93.64,264.91,2,3,2,0
20240901,2024-09,East,abrasives,branch,12,805,866.32,511.4,354.92,923.61,11,12,11,1
20240901,2024-09,East,abrasives,e-shop,9,384,392.45,236.34,156.11,426.24,9,9,9,0
20240901,2024-09,East,abrasives,field-sales,12,743,774.19,483.19,291.0,858.02,9,12,9,0
20240901,2024-09,East,abrasives,phone,6,277,280.54,168.49,112.05,298.59,6,6,6,0
20240901,2024-09,East,chemicals,branch,7,459,2919.79,1669.28,1250.51,3129.6,5,7,5,0
20240901,2024-09,East,chemicals,e-shop,8,422,2605.26,1476.67,1128.59,2760.28,6,6,4,0
20240901,2024-09,East,chemicals,field-sales,5,179,1076.38,626.02,450.36,1166.27,5,5,5,0
20240901,2024-09,East,chemicals,phone,2,75,524.63,296.87,227.76,543.59,2,1,1,0
20240901,2024-09,East,fasteners,branch,13,643,565.66,348.3,217.36,610.17,11,13,11,1
20240901,2024-09,East,fasteners,e-shop,15,1212,1004.3,645.99,358.31,1119.47,11,15,11,0
20240901,2024-09,East,fasteners,field-sales,15,1393,1176.03,762.15,413.88,1325.49,11,15,11,1
20240901,2024-09,East,fasteners,phone,4,290,207.9,141.07,66.83,245.77,3,4,3,0
20240901,2024-09,East,hand tools,branch,2,75,1804.27,1247.14,557.13,1856.92,2,2,2,0
20240901,2024-09,East,hand tools,e-shop,8,817,19281.16,14346.38,4934.78,21432.53,6,8,6,0
20240901,2024-09,East,hand tools,field-sales,5,306,7225.31,5208.89,2016.42,7793.5,4,4,3,0
20240901,2024-09,East,hand tools,phone,2,114,2706.61,1959.65,746.96,3031.63,1,2,1,0
20240901,2024-09,East,power tools,branch,2,57,8417.19,6520.69,1896.5,8982.06,2,1,1,1
20240901,2024-09,East,power tools,e-shop,6,338,44943.96,34776.3,10167.66,48536.79,5,5,4,0
20240901,2024-09,East,power tools,field-sales,4,245,31257.34,25816.32,5441.02,35316.93,3,4,3,0
20240901,2024-09,East,power tools,phone,1,45,5744.72,4235.46,1509.26,6072.64,1,1,1,0
20240901,2024-09,East,ppe,branch,6,357,1157.81,819.34,338.47,1307.35,4,4,2,0
20240901,2024-09,East,ppe,e-shop,10,632,1919.79,1407.68,512.11,2258.1,9,9,8,0
20240901,2024-09,East,ppe,field-sales,10,664,2094.33,1444.7,649.63,2363.45,7,10,7,0
20240901,2024-09,Nordics,abrasives,branch,6,649,638.1,392.55,245.55,704.87,4,5,3,0
20240901,2024-09,Nordics,abrasives,e-shop,7,1336,1270.33,810.92,459.41,1503.3,6,5,5,0
20240901,2024-09,Nordics,abrasives,field-sales,8,702,684.17,420.29,263.88,754.65,8,8,8,0
20240901,2024-09,Nordics,abrasives,phone,1,83,81.75,54.45,27.3,93.42,1,1,1,0
20240901,2024-09,Nordics,chemicals,branch,8,711,4287.64,2542.84,1744.8,4691.65,8,8,8,0
20240901,2024-09,Nordics,chemicals,e-shop,14,1733,10167.09,6056.02,4111.07,11478.84,13,14,13,0
20240901,2024-09,Nordics,chemicals,field-sales,8,797,4469.34,2819.82,1649.52,5161.61,6,7,5,0
20240901,2024-09,Nordics,chemicals,phone,3,91,576.67,335.16,241.51,624.64,3,3,3,0
20240901,2024-09,Nordics,fasteners,branch,6,694,531.92,373.95,157.97,638.84,3,6,3,0
20240901,2024-09,Nordics,fasteners,e-shop,16,1502,1263.71,833.87,429.84,1419.32,15,15,14,0
20240901,2024-09,Nordics,fasteners,field-sales,13,1345,1080.54,681.59,398.95,1190.99,12,13,12,1
20240901,2024-09,Nordics,hand tools,branch,4,572,12640.29,9189.55,3450.74,14157.71,3,4,3,0
