order_id,date,region,sales_rep,customer_id,customer_segment,product_category,channel,units,list_price_eur,discount_pct,revenue_eur,cost_eur,promised_lead_days,actual_lead_days,on_time,in_full,returned
O002131,2024-04-01,DACH-South,Fischer,C0341,SMB,power tools,e-shop,23,156.3619,0.066,3358.97,2568.66,2,5,0,1,0
O002166,2024-04-01,Nordics,Lindqvist,C0239,Trade,power tools,field-sales,20,160.4145,0.092,2913.13,2266.2,3,3,1,1,0
O001614,2024-04-02,East,Nowak,C0045,SMB,ppe,e-shop,53,3.6192,0.114,169.95,114.1,2,2,1,1,0
O001632,2024-04-02,DACH-North,Weber,C0205,SMB,power tools,branch,55,146.8056,0.084,7396.07,5785.94,1,1,1,1,0
O001683,2024-04-02,Nordics,Berg,C0050,Trade,abrasives,e-shop,21,1.079,0.016,22.3,12.68,2,2,1,1,0
O001696,2024-04-02,East,Kovac,C0002,SMB,abrasives,e-shop,51,1.0065,0.061,48.2,28.19,2,2,1,1,0
O001748,2024-04-02,Nordics,Berg,C0050,Trade,abrasives,field-sales,18,1.2262,0.006,21.94,12.5,3,3,1,1,0
O001814,2024-04-02,East,Nowak,C0345,Enterprise,ppe,branch,252,3.6542,0.141,791.02,569.67,1,1,1,1,0
O001816,2024-04-02,DACH-South,Huber,C0326,Trade,fasteners,e-shop,26,0.8356,0.17,18.03,13.0,2,2,1,1,0
O001825,2024-04-02,West,Dubois,C0263,Enterprise,chemicals,phone,264,6.3263,0.159,1404.59,879.65,3,3,1,1,0
O001865,2024-04-02,DACH-South,Mayer,C0007,Trade,fasteners,branch,35,1.025,0.075,33.18,21.13,1,1,1,1,0
O001869,2024-04-02,DACH-South,Mayer,C0371,Trade,hand tools,e-shop,16,24.0253,0.025,374.79,259.27,2,2,1,1,0
O001893,2024-04-02,Nordics,Berg,C0380,Trade,fasteners,e-shop,24,0.8413,0.121,17.75,12.25,2,2,1,1,0
O001911,2024-04-02,West,Dubois,C0179,Trade,ppe,branch,31,3.7201,0.043,110.36,73.0,1,1,1,1,1
O001916,2024-04-02,East,Nowak,C0267,SMB,chemicals,e-shop,40,6.7964,0.071,252.55,150.96,2,2,1,1,0
O001937,2024-04-02,Nordics,Lindqvist,C0370,Trade,fasteners,field-sales,14,0.9781,0.0,13.69,7.61,3,3,1,1,0
O001949,2024-04-02,Nordics,Berg,C0239,Trade,ppe,field-sales,9,3.3698,0.0,30.33,19.0,3,3,1,1,0
O001985,2024-04-02,DACH-North,Klein,C0205,SMB,chemicals,branch,66,6.9447,0.07,426.27,244.19,1,1,1,1,0
O002089,2024-04-02,West,Martin,C0211,SMB,ppe,field-sales,56,3.6254,0.112,180.28,123.24,3,3,1,1,0
O002100,2024-04-02,East,Nowak,C0347,SMB,fasteners,field-sales,72,0.8309,0.058,56.35,36.23,3,3,1,1,0
O002128,2024-04-02,DACH-North,Braun,C0079,Enterprise,fasteners,e-shop,266,0.9131,0.06,228.31,136.98,2,2,1,1,0
O002137,2024-04-02,DACH-North,Klein,C0205,SMB,power tools,e-shop,44,144.6787,0.063,5964.81,4620.25,2,2,1,1,0
O002152,2024-04-02,DACH-North,Braun,C0111,SMB,ppe,e-shop,44,3.2433,0.145,122.01,85.7,2,2,1,1,0
O002188,2024-04-02,DACH-North,Klein,C0075,Trade,abrasives,field-sales,14,1.1154,0.047,14.88,8.63,3,6,0,1,0
O001591,2024-04-03,West,Dubois,C0306,SMB,ppe,phone,51,3.7851,0.078,177.98,120.55,3,3,1,1,0
O001734,2024-04-03,DACH-North,Klein,C0304,Trade,chemicals,branch,35,6.566,0.005,228.66,120.84,1,1,1,1,0
O001741,2024-04-03,DACH-South,Mayer,C0015,Trade,hand tools,phone,33,25.5382,0.0,842.76,576.3,3,3,1,1,0
O001742,2024-04-03,DACH-North,Weber,C0204,Enterprise,chemicals,e-shop,244,6.4962,0.207,1256.96,836.0,2,2,1,0,0
O001805,2024-04-03,DACH-North,Klein,C0019,Enterprise,abrasives,e-shop,246,1.1235,0.162,231.61,157.31,2,2,1,1,0
O001829,2024-04-03,East,Nowak,C0026,Enterprise,hand tools,branch,363,23.6958,0.069,8008.07,5807.17,1,1,1,1,0
O001834,2024-04-03,East,Kovac,C0045,SMB,chemicals,branch,66,6.2019,0.079,376.99,228.35,1,1,1,1,0
O001872,2024-04-03,DACH-North,Weber,C0109,Trade,fasteners,field-sales,37,1.0164,0.11,33.47,22.77,3,3,1,1,0
O001881,2024-04-03,East,Nowak,C0060,SMB,fasteners,branch,62,0.9736,0.09,54.93,34.27,1,1,1,1,0
O001934,2024-04-03,DACH-North,Braun,C0079,Enterprise,ppe,e-shop,225,3.5599,0.048,762.53,513.44,2,2,1,1,0
O001952,2024-04-03,DACH-South,Huber,C0341,SMB,abrasives,field-sales,100,1.2288,0.061,115.38,70.85,3,3,1,1,0
O001966,2024-04-03,DACH-South,Mayer,C0368,Trade,hand tools,e-shop,28,27.1296,0.07,706.45,479.4,2,2,1,1,0
O001980,2024-04-03,DACH-North,Klein,C0342,SMB,chemicals,branch,64,7.2628,0.03,450.87,251.7,1,1,1,1,0
O001990,2024-04-03,DACH-North,Klein,C0298,Trade,fasteners,e-shop,37,0.8516,0.079,29.02,19.02,2,2,1,1,0
O002028,2024-04-03,DACH-South,Fischer,C0207,SMB,power tools,phone,24,155.6733,0.0,3736.16,2639.83,3,3,1,1,0
O002044,2024-04-03,DACH-North,Klein,C0099,Enterprise,fasteners,e-shop,278,0.9775,0.185,221.47,151.7,2,2,1,1,0
O002125,2024-04-03,West,Dubois,C0009,Enterprise,fasteners,field-sales,138,0.8793,0.262,89.55,68.26,3,3,1,1,0
O002148,2024-04-03,East,Nowak,C0185,SMB,hand tools,e-shop,72,26.9187,0.031,1878.06,1249.41,2,2,1,1,0
O002156,2024-04-03,DACH-South,Fischer,C0140,SMB,power tools,phone,72,128.7435,0.074,8583.59,6433.82,3,7,0,1,0
O002164,2024-04-03,West,Dubois,C0191,Trade,ppe,e-shop,19,3.7196,0.003,70.46,44.99,2,2,1,1,0
O002173,2024-04-03,Nordics,Lindqvist,C0294,Trade,fasteners,e-shop,5,0.9851,0.014,4.86,2.99,2,2,1,1,0
O002199,2024-04-03,West,Dubois,C0131,SMB,fasteners,phone,13,0.9121,0.056,11.19,6.67,3,3,1,1,0
O001583,2024-04-04,DACH-South,Mayer,C0226,Trade,chemicals,e-shop,31,6.244,0.071,179.82,104.58,2,2,1,1,0
O001598,2024-04-04,Nordics,Berg,C0210,Trade,ppe,e-shop,19,3.3343,0.054,59.93,39.26,2,2,1,1,0
O001616,2024-04-04,West,Dubois,C0360,SMB,power tools,field-sales,135,131.8404,0.099,16036.41,13308.16,3,3,1,1,0
O001639,2024-04-04,DACH-South,Fischer,C0029,Trade,ppe,branch,27,3.2806,0.009,87.78,55.5,1,1,1,1,0
O001648,2024-04-04,East,Nowak,C0062,SMB,fasteners,e-shop,40,0.8379,0.067,31.27,18.64,2,2,1,1,0
O001651,2024-04-04,West,Dubois,C0195,Enterprise,abrasives,phone,255,1.0481,0.141,229.58,154.97,3,3,1,1,0
O001709,2024-04-04,East,Kovac,C0366,Enterprise,hand tools,e-shop,227,21.9121,0.225,3854.89,3421.98,2,2,1,1,0
O001725,2024-04-04,DACH-South,Fischer,C0088,Trade,abrasives,branch,7,1.2005,0.038,8.08,4.73,1,1,1,1,0
O001759,2024-04-04,West,Dubois,C0137,Trade,fasteners,e-shop,30,1.0149,0.113,27.01,17.65,2,2,1,1,0
O001764,2024-04-04,West,Martin,C0147,Trade,chemicals,branch,26,6.3914,0.024,162.19,88.0,1,1,1,1,0
O001806,2024-04-04,West,Martin,C0179,Trade,fasteners,field-sales,12,1.0006,0.078,11.07,6.71,3,3,1,1,0
O001843,2024-04-04,DACH-South,Fischer,C0207,SMB,abrasives,branch,75,1.1221,0.096,76.08,48.79,1,1,1,1,0
O001854,2024-04-04,East,Kovac,C0217,Trade,ppe,branch,25,3.0654,0.115,67.82,46.39,1,1,1,1,0
O001859,2024-04-04,DACH-South,Mayer,C0006,SMB,power tools,branch,76,142.583,0.049,10305.33,7530.99,1,1,1,1,0
O001913,2024-04-04,DACH-South,Fischer,C0115,SMB,fasteners,field-sales,77,0.9538,0.012,72.56,44.13,3,3,1,1,0
O001944,2024-04-04,Nordics,Berg,C0196,SMB,abrasives,branch,84,1.0555,0.127,77.4,50.57,1,5,0,1,0
O002014,2024-04-04,DACH-South,Fischer,C0193,Enterprise,fasteners,branch,303,0.9324,0.166,235.62,167.32,1,1,1,1,0
O002015,2024-04-04,DACH-South,Huber,C0203,Enterprise,abrasives,e-shop,334,1.0109,0.061,317.04,182.77,2,2,1,0,0
O002035,2024-04-04,DACH-North,Weber,C0075,Trade,ppe,field-sales,27,3.528,0.0,95.26,57.09,3,3,1,1,0
O002050,2024-04-04,DACH-South,Fischer,C0094,SMB,ppe,e-shop,31,3.644,0.01,111.83,73.19,2,2,1,1,1
O002086,2024-04-04,West,Dubois,C0113,SMB,hand tools,field-sales,76,26.8587,0.0,2041.26,1373.07,3,3,1,1,0
O001595,2024-04-05,West,Dubois,C0346,Trade,fasteners,e-shop,4,0.96,0.02,3.76,2.28,2,2,1,1,0
O001613,2024-04-05,East,Kovac,C0185,SMB,hand tools,field-sales,40,25.7138,0.128,896.9,707.72,3,5,0,1,0
O001620,2024-04-05,East,Nowak,C0398,SMB,hand tools,e-shop,42,25.9315,0.107,972.59,694.87,2,2,1,1,0
O001717,2024-04-05,West,Martin,C0211,SMB,hand tools,e-shop,34,25.8208,0.053,831.38,552.22,2,2,1,1,0
O001787,2024-04-05,West,Martin,C0137,Trade,power tools,field-sales,17,137.8249,0.031,2270.39,1717.39,3,3,1,1,0
O001794,2024-04-05,West,Martin,C0131,SMB,chemicals,field-sales,61,5.9289,0.149,307.78,202.36,3,3,1,1,0
O001832,2024-04-05,DACH-South,Huber,C0104,Trade,fasteners,branch,21,0.8193,0.058,16.21,9.79,1,1,1,1,0
O001837,2024-04-05,East,Kovac,C0002,SMB,fasteners,field-sales,40,0.9615,0.021,37.65,21.84,3,3,1,1,0
O001878,2024-04-05,DACH-South,Huber,C0193,Enterprise,fasteners,branch,167,0.8415,0.084,128.73,81.76,1,1,1,1,0
O001884,2024-04-05,Nordics,Lindqvist,C0359,Enterprise,abrasives,branch,303,1.0561,0.233,245.44,181.08,1,1,1,1,0
O001910,2024-04-05,West,Martin,C0180,Trade,power tools,branch,28,160.9062,0.033,4356.7,3266.57,1,1,1,1,0
O001926,2024-04-05,East,Nowak,C0366,Enterprise,fasteners,field-sales,219,1.0292,0.173,186.4,136.39,3,3,1,1,0
O001995,2024-04-05,DACH-South,Mayer,C0104,Trade,fasteners,e-shop,12,1.0248,0.028,11.95,6.92,2,2,1,1,0
O002000,2024-04-05,East,Nowak,C0170,SMB,abrasives,branch,40,1.2627,0.029,49.04,28.88,1,1,1,1,0
O002030,2024-04-05,DACH-North,Klein,C0019,Enterprise,power tools,branch,79,142.5324,0.047,10730.84,7978.87,1,1,1,1,0
O002042,2024-04-05,East,Nowak,C0056,SMB,abrasives,field-sales,1,1.0521,0.163,0.88,0.61,3,3,1,1,0
O002098,2024-04-05,DACH-South,Fischer,C0226,Trade,fasteners,field-sales,24,0.9884,0.0,23.72,14.03,3,3,1,1,0
O002107,2024-04-05,DACH-North,Klein,C0289,Trade,ppe,field-sales,43,3.6651,0.071,146.41,95.34,3,3,1,1,0
O002192,2024-04-05,East,Nowak,C0013,Enterprise,chemicals,e-shop,109,6.9133,0.227,582.49,398.59,2,2,1,1,0
O001605,2024-04-06,DACH-North,Klein,C0109,Trade,chemicals,e-shop,23,6.5833,0.14,130.22,85.4,2,2,1,1,1
O001612,2024-04-06,DACH-South,Fischer,C0154,Trade,fasteners,branch,27,1.0318,0.079,25.66,15.67,1,5,0,1,0
O001617,2024-04-06,DACH-South,Fischer,C0262,Trade,ppe,e-shop,13,3.5093,0.041,43.75,28.79,2,2,1,1,0
O001654,2024-04-06,DACH-North,Braun,C0151,Enterprise,hand tools,field-sales,211,22.0612,0.134,4031.15,3025.56,3,3,1,1,0
O001664,2024-04-06,East,Nowak,C0056,SMB,abrasives,branch,87,1.2319,0.109,95.49,58.39,1,1,1,1,0
O001729,2024-04-06,DACH-South,Fischer,C0066,SMB,fasteners,e-shop,62,0.8447,0.009,51.9,28.98,2,2,1,1,0
O001733,2024-04-06,West,Martin,C0393,Enterprise,hand tools,e-shop,287,26.3395,0.078,6969.8,4951.51,2,2,1,1,0
O001776,2024-04-06,DACH-North,Weber,C0001,Enterprise,hand tools,e-shop,224,24.6603,0.077,5098.57,3564.24,2,4,0,1,0
O001803,2024-04-06,DACH-South,Mayer,C0040,SMB,ppe,e-shop,59,3.1032,0.101,164.6,112.36,2,2,1,1,0
O001810,2024-04-06,East,Kovac,C0122,Trade,chemicals,e-shop,25,6.4764,0.101,145.56,83.76,2,2,1,1,0
O001826,2024-04-06,Nordics,Berg,C0320,Trade,power tools,field-sales,23,127.6869,0.067,2740.03,2036.7,3,4,0,1,0
O001888,2024-04-06,Nordics,Lindqvist,C0229,SMB,ppe,e-shop,98,3.8714,0.078,349.8,234.47,2,2,1,1,0
O001924,2024-04-06,East,Kovac,C0130,SMB,ppe,field-sales,49,3.302,0.0,161.8,97.93,3,3,1,1,0
O001968,2024-04-06,Nordics,Lindqvist,C0381,Enterprise,chemicals,field-sales,177,6.5919,0.107,1041.92,624.91,3,3,1,1,0
O001994,2024-04-06,DACH-South,Mayer,C0326,Trade,power tools,e-shop,10,135.881,0.017,1335.71,988.89,2,2,1,1,0
O002009,2024-04-06,East,Nowak,C0347,SMB,ppe,e-shop,91,3.2185,0.072,271.8,188.66,2,2,1,1,0
O002026,2024-04-06,DACH-North,Klein,C0099,Enterprise,hand tools,field-sales,109,25.7211,0.091,2548.47,1766.4,3,4,0,1,0
O002047,2024-04-06,Nordics,Berg,C0188,SMB,ppe,e-shop,74,3.255,0.092,218.71,153.32,2,2,1,1,1
O002052,2024-04-06,DACH-South,Mayer,C0241,SMB,power tools,field-sales,52,141.7606,0.001,7364.18,5568.02,3,3,1,1,0
O002079,2024-04-06,DACH-South,Huber,C0213,SMB,abrasives,field-sales,87,1.0014,0.0,87.12,51.19,3,3,1,1,0
O002095,2024-04-06,East,Nowak,C0063,Trade,power tools,e-shop,24,126.0241,0.0,3024.58,2251.07,2,2,1,1,0
O002096,2024-04-06,West,Dubois,C0020,SMB,abrasives,e-shop,52,1.1621,0.094,54.75,35.18,2,2,1,1,0
O002113,2024-04-06,West,Dubois,C0091,SMB,abrasives,field-sales,46,1.2456,0.127,50.02,31.41,3,3,1,1,0
O002145,2024-04-06,West,Martin,C0160,SMB,chemicals,field-sales,38,7.0789,0.062,252.32,139.23,3,3,1,1,0
O002146,2024-04-06,West,Dubois,C0047,SMB,ppe,field-sales,102,3.5445,0.023,353.22,223.97,3,3,1,1,0
O002168,2024-04-06,DACH-South,Mayer,C0007,Trade,fasteners,e-shop,24,0.8778,0.04,20.22,12.72,2,2,1,1,0
O002178,2024-04-06,Nordics,Lindqvist,C0080,Enterprise,chemicals,e-shop,316,6.3488,0.214,1576.89,1057.1,2,2,1,1,0
O002180,2024-04-06,Nordics,Lindqvist,C0229,SMB,chemicals,e-shop,107,6.268,0.131,582.82,351.92,2,2,1,1,0
O001600,2024-04-07,DACH-North,Braun,C0205,SMB,hand tools,field-sales,10,23.7149,0.004,236.2,161.24,3,3,1,1,0
O001668,2024-04-07,DACH-South,Mayer,C0271,SMB,power tools,field-sales,46,137.3676,0.038,6078.79,4610.32,3,5,0,1,0
O001677,2024-04-07,West,Martin,C0374,Trade,hand tools,phone,17,23.8637,0.018,398.38,265.87,3,3,1,1,0
O001711,2024-04-07,East,Nowak,C0098,Trade,power tools,branch,13,149.5102,0.069,1809.52,1336.09,1,1,1,1,0
O001727,2024-04-07,DACH-North,Braun,C0159,Enterprise,ppe,field-sales,213,3.6806,0.114,694.6,501.02,3,3,1,1,0
O001755,2024-04-07,West,Martin,C0179,Trade,fasteners,field-sales,16,0.9583,0.111,13.63,8.54,3,3,1,1,0
O001779,2024-04-07,DACH-South,Huber,C0203,Enterprise,power tools,e-shop,331,142.8767,0.12,41617.13,35520.44,2,2,1,1,0
O001789,2024-04-07,DACH-North,Braun,C0159,Enterprise,chemicals,field-sales,197,7.0972,0.136,1208.0,750.52,3,3,1,1,0
O001790,2024-04-07,DACH-South,Fischer,C0292,Trade,hand tools,e-shop,29,24.4106,0.078,652.69,478.69,2,2,1,1,0
O001845,2024-04-07,DACH-North,Braun,C0205,SMB,chemicals,branch,31,6.6273,0.086,187.78,106.47,1,1,1,1,0
O001896,2024-04-07,West,Martin,C0166,SMB,fasteners,e-shop,57,0.8847,0.026,49.12,27.84,2,2,1,1,0
O001964,2024-04-07,West,Martin,C0395,Trade,abrasives,phone,15,1.1096,0.0,16.64,9.16,3,3,1,1,0
O001969,2024-04-07,DACH-North,Braun,C0242,Trade,chemicals,e-shop,32,6.6434,0.0,212.59,109.6,2,2,1,1,0
O001991,2024-04-07,West,Dubois,C0020,SMB,ppe,branch,36,3.5895,0.078,119.14,77.73,1,1,1,1,0
O001992,2024-04-07,West,Martin,C0374,Trade,fasteners,e-shop,24,0.8479,0.028,19.78,12.25,2,2,1,1,0
O002022,2024-04-07,DACH-South,Fischer,C0207,SMB,hand tools,phone,95,22.6363,0.086,1965.51,1429.29,3,3,1,1,0
O002025,2024-04-07,DACH-North,Klein,C0396,SMB,ppe,e-shop,67,3.3311,0.0,223.18,135.79,2,2,1,1,0
O002073,2024-04-07,DACH-South,Mayer,C0094,SMB,chemicals,field-sales,52,5.8521,0.0,304.31,164.58,3,3,1,0,0
O002102,2024-04-07,East,Kovac,C0168,SMB,chemicals,e-shop,100,7.2653,0.055,686.57,389.07,2,2,1,1,0
O002103,2024-04-07,DACH-South,Fischer,C0202,SMB,chemicals,branch,45,6.3301,0.039,273.75,155.97,1,1,1,1,0
O002122,2024-04-07,DACH-South,Mayer,C0368,Trade,ppe,field-sales,18,3.4755,0.1,56.3,38.86,3,3,1,1,0
O002169,2024-04-07,West,Dubois,C0152,SMB,hand tools,phone,94,22.8117,0.046,2045.66,1472.75,3,3,1,1,0
O002171,2024-04-07,DACH-North,Weber,C0383,Trade,abrasives,e-shop,16,1.2267,0.0,19.63,11.0,2,2,1,1,0
O002190,2024-04-07,DACH-North,Weber,C0242,Trade,ppe,branch,1,3.8242,0.049,3.64,2.49,1,1,1,1,0
O001584,2024-04-08,West,Dubois,C0263,Enterprise,fasteners,field-sales,421,0.9659,0.097,367.2,233.68,3,3,1,1,0
O001619,2024-04-08,DACH-South,Fischer,C0292,Trade,fasteners,e-shop,25,0.852,0.023,20.81,12.25,2,2,1,1,0
O001634,2024-04-08,DACH-North,Braun,C0017,SMB,chemicals,e-shop,103,6.3596,0.114,580.36,345.97,2,5,0,1,1
O001646,2024-04-08,DACH-South,Mayer,C0115,SMB,abrasives,e-shop,65,1.1798,0.15,65.18,42.28,2,2,1,1,0
O001665,2024-04-08,DACH-North,Klein,C0079,Enterprise,abrasives,e-shop,311,1.1684,0.175,299.78,198.78,2,2,1,1,0
O001682,2024-04-08,DACH-South,Mayer,C0213,SMB,fasteners,e-shop,78,0.8695,0.0,67.82,39.58,2,4,0,1,0
O001688,2024-04-08,East,Nowak,C0287,SMB,fasteners,field-sales,75,0.8934,0.062,62.85,37.26,3,3,1,1,0
O001760,2024-04-08,DACH-South,Mayer,C0341,SMB,hand tools,e-shop,36,26.5211,0.048,908.93,642.4,2,2,1,0,0
O001792,2024-04-08,West,Dubois,C0086,SMB,hand tools,e-shop,72,25.3007,0.079,1677.74,1172.5,2,2,1,1,0
O001882,2024-04-08,East,Nowak,C0386,Trade,chemicals,field-sales,26,6.5591,0.0,170.54,92.15,3,3,1,1,0
O001890,2024-04-08,West,Martin,C0180,Trade,hand tools,phone,31,27.4605,0.139,732.95,551.5,3,3,1,1,0
O001908,2024-04-08,West,Martin,C0395,Trade,power tools,phone,22,151.5793,0.011,3298.06,2324.43,3,3,1,1,0
O001929,2024-04-08,East,Nowak,C0267,SMB,power tools,phone,34,146.3221,0.176,4099.36,3750.15,3,3,1,1,1
O001965,2024-04-08,East,Nowak,C0106,SMB,abrasives,field-sales,75,1.2066,0.019,88.78,49.37,3,3,1,1,0
O002017,2024-04-08,Nordics,Lindqvist,C0338,Trade,abrasives,e-shop,27,1.2313,0.019,32.61,18.86,2,2,1,1,0
O002057,2024-04-08,DACH-South,Fischer,C0284,Trade,power tools,e-shop,31,131.3446,0.012,4022.82,2950.95,2,2,1,1,0
O002083,2024-04-08,East,Nowak,C0334,Trade,power tools,field-sales,10,152.9145,0.008,1516.91,1146.71,3,5,0,1,0
O002141,2024-04-08,DACH-North,Weber,C0289,Trade,abrasives,branch,30,1.2055,0.031,35.04,19.78,1,1,1,1,0
O002151,2024-04-08,Nordics,Lindqvist,C0320,Trade,fasteners,branch,24,0.9208,0.029,21.46,13.13,1,1,1,1,0
O002163,2024-04-08,DACH-South,Mayer,C0117,Trade,abrasives,field-sales,5,1.0853,0.11,4.83,3.1,3,3,1,1,0
O002176,2024-04-08,DACH-North,Braun,C0261,Enterprise,chemicals,e-shop,282,7.3971,0.204,1660.44,1139.38,2,2,1,1,0
O001700,2024-04-09,Nordics,Berg,C0239,Trade,ppe,branch,31,3.6587,0.051,107.64,73.19,1,1,1,1,0
O001753,2024-04-09,West,Martin,C0179,Trade,abrasives,branch,10,1.06,0.077,9.78,6.04,1,1,1,1,0
O001756,2024-04-09,West,Dubois,C0306,SMB,chemicals,e-shop,12,6.358,0.001,76.22,40.78,2,2,1,1,0
O001775,2024-04-09,East,Nowak,C0002,SMB,power tools,field-sales,60,148.3166,0.138,7670.93,6175.68,3,3,1,1,0
O001778,2024-04-09,East,Kovac,C0135,SMB,hand tools,e-shop,56,26.8565,0.045,1436.29,973.19,2,2,1,1,0
O001802,2024-04-09,East,Kovac,C0022,SMB,ppe,e-shop,57,3.8148,0.054,205.7,129.85,2,2,1,1,1
O001818,2024-04-09,DACH-South,Mayer,C0394,Trade,fasteners,branch,12,0.9977,0.018,11.76,7.05,1,1,1,1,0
O001835,2024-04-09,DACH-South,Mayer,C0088,Trade,power tools,e-shop,25,140.2671,0.111,3117.44,2577.25,2,2,1,1,0
O001847,2024-04-09,DACH-South,Huber,C0385,SMB,ppe,e-shop,84,3.9018,0.058,308.74,200.92,2,2,1,1,0
O001867,2024-04-09,DACH-South,Mayer,C0368,Trade,abrasives,field-sales,28,1.1528,0.008,32.02,17.58,3,3,1,1,0
O001912,2024-04-09,DACH-South,Mayer,C0193,Enterprise,hand tools,e-shop,291,25.0666,0.183,5959.51,4870.82,2,2,1,1,0
O001963,2024-04-09,Nordics,Lindqvist,C0134,Enterprise,abrasives,e-shop,232,1.0548,0.01,242.27,142.77,2,2,1,1,0
O001967,2024-04-09,Nordics,Berg,C0134,Enterprise,abrasives,branch,238,1.1843,0.148,240.15,164.53,1,1,1,1,0
O002012,2024-04-09,West,Dubois,C0005,SMB,chemicals,e-shop,35,7.3102,0.064,239.48,137.21,2,2,1,1,0
O002041,2024-04-09,DACH-South,Huber,C0141,Enterprise,chemicals,branch,124,6.8022,0.139,726.23,459.0,1,2,0,1,0
O002046,2024-04-09,West,Dubois,C0091,SMB,abrasives,field-sales,55,1.2503,0.042,65.88,38.38,3,3,1,1,0
O002065,2024-04-09,East,Kovac,C0331,SMB,ppe,branch,89,3.7129,0.058,311.28,209.88,1,1,1,1,0
O002097,2024-04-09,West,Martin,C0047,SMB,fasteners,phone,25,0.8617,0.009,21.35,12.17,3,3,1,1,0
O002105,2024-04-09,DACH-North,Klein,C0001,Enterprise,chemicals,e-shop,338,6.7149,0.1,2042.67,1283.19,2,2,1,1,0
O002136,2024-04-09,DACH-South,Fischer,C0207,SMB,chemicals,branch,20,6.8927,0.131,119.8,77.25,1,1,1,1,0
O002185,2024-04-09,Nordics,Lindqvist,C0105,SMB,power tools,e-shop,75,149.6523,0.0,11223.92,7999.92,2,2,1,1,0
O001586,2024-04-10,DACH-North,Braun,C0019,Enterprise,hand tools,branch,170,24.9569,0.2,3394.14,2718.53,1,1,1,1,0
O001601,2024-04-10,East,Kovac,C0334,Trade,abrasives,field-sales,23,1.1876,0.061,25.65,14.94,3,3,1,1,0
O001710,2024-04-10,West,Dubois,C0360,SMB,power tools,phone,47,128.9347,0.089,5520.6,4300.48,3,3,1,1,0
O001754,2024-04-10,Nordics,Berg,C0105,SMB,ppe,e-shop,1,3.5005,0.0,3.5,2.27,2,2,1,1,0
O001828,2024-04-10,East,Nowak,C0135,SMB,ppe,field-sales,44,3.1345,0.105,123.44,85.6,3,3,1,1,0
O001857,2024-04-10,West,Dubois,C0243,SMB,power tools,phone,92,131.48,0.11,10765.58,8661.28,3,3,1,0,0
O001864,2024-04-10,West,Martin,C0179,Trade,ppe,branch,30,3.4925,0.0,104.78,64.75,1,1,1,1,0
O001897,2024-04-10,East,Kovac,C0046,SMB,fasteners,branch,71,0.8207,0.046,55.59,32.14,1,1,1,1,0
O001918,2024-04-10,East,Nowak,C0369,Trade,chemicals,field-sales,17,6.9702,0.101,106.53,65.91,3,3,1,1,0
O001938,2024-04-10,DACH-North,Klein,C0019,Enterprise,chemicals,e-shop,142,7.0536,0.139,862.39,535.91,2,2,1,1,0
O001955,2024-04-10,DACH-South,Fischer,C0154,Trade,power tools,field-sales,24,145.7728,0.095,3166.19,2503.02,3,3,1,1,0
O001981,2024-04-10,Nordics,Lindqvist,C0229,SMB,abrasives,e-shop,56,1.1274,0.144,54.04,34.25,2,2,1,1,0
O002008,2024-04-10,DACH-North,Weber,C0079,Enterprise,hand tools,branch,66,26.2699,0.198,1390.52,1187.99,1,1,1,1,0
O002032,2024-04-10,West,Martin,C0047,SMB,power tools,field-sales,22,160.9775,0.0,3541.5,2483.87,3,3,1,1,0
O002048,2024-04-10,DACH-South,Huber,C0266,SMB,fasteners,e-shop,72,0.9103,0.049,62.33,36.84,2,2,1,1,0
O002056,2024-04-10,East,Kovac,C0098,Trade,fasteners,e-shop,21,0.9627,0.112,17.95,11.31,2,2,1,1,0
O002064,2024-04-10,DACH-South,Fischer,C0368,Trade,power tools,e-shop,29,135.9947,0.043,3774.26,2928.9,2,2,1,1,0
O002138,2024-04-10,DACH-South,Fischer,C0226,Trade,ppe,e-shop,22,3.4635,0.136,65.83,45.14,2,2,1,1,0
O002143,2024-04-10,East,Kovac,C0046,SMB,chemicals,e-shop,35,6.6924,0.047,223.23,131.08,2,3,0,1,0
O002150,2024-04-10,DACH-South,Fischer,C0132,Trade,abrasives,e-shop,35,1.1218,0.002,39.18,22.24,2,2,1,1,0
O002157,2024-04-10,DACH-North,Braun,C0362,Trade,hand tools,branch,32,27.4062,0.057,827.01,569.94,1,1,1,1,0
O002175,2024-04-10,DACH-South,Huber,C0066,SMB,ppe,field-sales,44,3.6615,0.0,161.11,99.22,3,3,1,1,0
O002196,2024-04-10,Nordics,Berg,C0050,Trade,fasteners,branch,16,1.0026,0.071,14.9,9.03,1,5,0,1,0
O001585,2024-04-11,DACH-North,Klein,C0151,Enterprise,ppe,branch,290,3.6293,0.209,832.53,622.49,1,3,0,0,0
O001674,2024-04-11,DACH-North,Weber,C0205,SMB,fasteners,e-shop,62,1.0039,0.061,58.45,37.04,2,2,1,1,0
O001680,2024-04-11,DACH-North,Weber,C0000,Enterprise,chemicals,e-shop,345,6.4746,0.114,1979.09,1177.36,2,2,1,1,0
O001718,2024-04-11,DACH-North,Braun,C0111,SMB,fasteners,e-shop,70,1.0213,0.01,70.78,40.84,2,2,1,1,0
O001801,2024-04-11,East,Nowak,C0185,SMB,fasteners,field-sales,43,0.9576,0.0,41.18,24.42,3,3,1,1,0
